EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,
5540509,POWESHIEK (ZONE), ,2/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,2403189,Z,62,DMX,0,0, , , , , , , , , ,2/12/1996,1800, , , , ,,"Though precipitation in Iowa during the month o February was light, scattered flooding was obseved in Iowa for the first time since July of 1995.  All of the flooding resulted from significant melting of the extensive snow cover in Iowa between the 7th and the 10th of the month.  Some of the high water conditions were enhanced by ice jams.  Damage was minor, as as the flooding.  The Iowa River at Marshalltown crested about a foot and one half above flood stage on the 11th due to melting and ice action.  The Raccoon River at Van Meter crested nearly 2 feet above flood stage.  This was partly due to the melting and partly due to ice action.  Minor flooding was observed along the South Skunk River at Oskaloosa and the Cedar Creek at Bussey.",11,,,,,,,,,,,,,
5544248,CASS CO.,ATLANTIC,5/8/1996,2245,Flood, , ,0,0,50000,0,IA,CST, ,2032354,C,29,DMX,0,0, , , , , , , , ,ATLANTIC,5/9/1996,200, , , , ,,,12,,,,,,,,,,,,,
5544249,UNION CO.,CRESTON,5/8/1996,2245,Flood, , ,0,0,50000,0,IA,CST, ,2032355,C,175,DMX,0,0, , , , , , , , ,CRESTON,5/9/1996,200, , , , ,,"Thunderstorms producing heavy rainfall moved over the southwest Iowa Counties if Cass, Taylor, and Union.  Repeat thunderstorms produced quick rainfall amounts of 1 to 3 inches on top of ground that was quite saturated.  Most of the rain ran off, filling streams and causing urban flooding problems.",13,,,,,,,,,,,,,
5544250,TAYLOR CO.,BEDFORD,5/8/1996,2245,Flood, , ,0,0,50000,0,IA,CST, ,2032356,C,173,DMX,0,0, , , , , , , , ,BEDFORD,5/9/1996,200, , , , ,,,14,,,,,,,,,,,,,
5569867,VAN BUREN CO.,KEOSAUQUA,5/8/1996,2300,Flash Flood, , ,0,0,0,0,IA,CST, ,2052146,C,177,DVN,0,0, , , , , , , , ,KEOSAUQUA,5/9/1996,800, , , , ,,,15,,,,,,,,,,,,,
5545086,MAHASKA CO.,OSKALOOSA,5/9/1996,0,Flash Flood, , ,0,0,500000,0,IA,CST, ,2032441,C,123,DMX,0,0, , , , , , , , ,OSKALOOSA,5/9/1996,400, , , , ,,"Heavy rainfall occurred in Mahaska County as thunderstorms rolled across.  Rainfall amounts ranged from 3 inches ove the southern part of the county, upwards to 8 inches over the north.  All of the rain fall in a few hours time.  Many basements were flooded in the town of Oskaloosa.  Flash flooding was widespread across the county.  Highway 92 was closed for a time as water overtopped the highway.",16,,,,,,,,,,,,,
5544661,POLK (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,60,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,17,,,,,,,,,,,,,
5544662,JASPER (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,61,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,18,,,,,,,,,,,,,
5544663,POWESHIEK (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,62,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,19,,,,,,,,,,,,,
5544664,MADISON (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,72,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,20,,,,,,,,,,,,,
5544674,TAYLOR (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,92,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,21,,,,,,,,,,,,,
5544665,WARREN (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,73,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,22,,,,,,,,,,,,,
5544672,MONROE (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,85,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,23,,,,,,,,,,,,,
5544673,WAPELLO (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,86,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,24,,,,,,,,,,,,,
5544668,ADAMS (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,81,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,25,,,,,,,,,,,,,
5544675,RINGGOLD (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,93,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,26,,,,,,,,,,,,,
5544676,DECATUR (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,94,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,27,,,,,,,,,,,,,
5544677,WAYNE (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,95,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,28,,,,,,,,,,,,,
5544678,APPANOOSE (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,96,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,29,,,,,,,,,,,,,
5544679,DAVIS (ZONE), ,5/9/1996,600,Flood, , ,0,0,100000,50000,IA,CST, ,1005164,Z,97,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,30,,,,,,,,,,,,,
5544670,CLARKE (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,83,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,31,,,,,,,,,,,,,
5544671,LUCAS (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,84,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,32,,,,,,,,,,,,,
5544669,UNION (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,82,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,33,,,,,,,,,,,,,
5544667,MAHASKA (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,75,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,34,,,,,,,,,,,,,
5544666,MARION (ZONE), ,5/9/1996,600,Flood, , ,0,0,0,0,IA,CST, ,1005164,Z,74,DMX,0,0, , , , , , , , , ,5/13/1996,1800, , , , ,,Heavy rains returned to Iowa again this month with thunderstorms widespread over the state.  The south half of Iowa received the heaviest rainfall.  The passage of the seasons first organized mesoscale convective complex.  Several inches of rain fell in less than 6 hours.  The heavy rains pushed many of the rivers and streams across southern Iowa out of their banks.  Damage was minor as the rivers did not exceed flood stage by a great deal.,35,,,,,,,,,,,,,
5544251,MAHASKA CO.,OSKALOOSA,5/9/1996,1600,Flood, , ,0,0,50000,0,IA,CST, ,2032357,C,123,DMX,0,0, , , , , , , , ,OSKALOOSA,5/9/1996,1800, , , , ,,Heavy thunderstorm erupted over the same areas that received heavy rainfall during the previous morning.  Rainfall of 2 inches in about an hour produced urban flooding and caused streams to overflow their banks.,36,,,,,,,,,,,,,
5557831,BENTON (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,51,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",37,,,,,,,,,,,,,
5557832,LINN (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,52,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",38,,,,,,,,,,,,,
5557823,MUSCATINE (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,67,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",39,,,,,,,,,,,,,
5557827,LOUISA (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,78,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",40,,,,,,,,,,,,,
5557822,JOHNSON (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,64,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",41,,,,,,,,,,,,,
5557824,SCOTT (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,68,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",42,,,,,,,,,,,,,
5557825,KEOKUK (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,76,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",43,,,,,,,,,,,,,
5557821,IOWA (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,63,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",44,,,,,,,,,,,,,
5557829,VAN BUREN (ZONE), ,5/9/1996,2000,Flood, , ,0,0,0,0,IA,CST, ,2041446,Z,98,DVN,0,0, , , , , , , , , ,5/10/1996,400, , , , ,,"During the evening of May 9 and into the morning of May 10, urban flooding and county road washouts occurred across a large area of eastern Iowa and northwest Illinois.  Estimates to repair county roads which were washed out or otherwise damaged by the heavy rainfall ranged from $300,000 to $500,000 per county.  While roads in urban areas sustained less damage from the rainfall, a number of them became impassable when creeks overflowed their banks.  Area basements were flooded, but those damage estimates are not available.  Iowa Governor Terry Brandstad declared 12 iowa Counties State Disaster Areas due to flooding damage.",45,,,,,,,,,,,,,
